word,CEFR_level,pos
meter/metre,A2,noun
method,A2,noun
metric,B2,adjective
micro,B2,noun
microbe,B2,noun
microcomputer,B2,noun
micrometer/micrometre,B2,noun
microorganism,B2,noun
microphone,B2,noun
microscope,B2,noun
microscopic,B2,adjective
microscopy,B2,noun
microwave,B2,noun
midday,A2,noun
middle,A1,adjective
middle,A2,noun
middle-aged,B1,adjective
midnight,A2,noun
midst,B2,noun
might,A2,modal auxiliary
mighty,B2,adjective
migration,B2,noun
mild,B1,adjective
mile,B1,noun
military,A2,adjective
milk,A1,noun
mill,B2,noun
millimeter/millimetre,B2,noun
million,A2,number
millionaire,B2,noun
mimic,B2,noun
mind,A1,noun
mind,A2,verb
mine,B2,noun
mine,A1,pronoun
mineral,B1,noun
mineral water,A2,noun
miniature,B2,adjective
minimize/minimise,B1,verb
minimum,B1,adjective
minimum,B1,noun
minister,B2,noun
minor,B1,adjective
minority,B1,noun
mint,B2,noun
minus,B1,preposition
minute,A1,noun
miracle,B1,noun
mirror,A2,noun
mischief,B1,noun
misconception,B2,noun
miserable,B1,adjective
misery,B1,noun
misfortune,B2,noun
mislead,B1,verb
misleading,B2,adjective
miss,A1,noun
miss,A1,verb
missile,B2,noun
missing,A2,adjective
mission,B1,noun
mist,B2,noun
mistake,A2,noun
mistreat,B2,verb
mistrustful,B2,adjective
misty,B1,adjective
misunderstand,B2,verb
misunderstanding,B1,noun
mix,B2,noun
mix,A2,verb
mixing bowl,B1,noun
mixture,B2,noun
mobile,A2,adjective
mobile,A1,noun
mobile phone,A1,noun
mobility,B2,noun
mock,B2,adjective
modal verb/modal,B1,noun
model,B1,adjective
model,A2,noun
model,B1,verb
modem,B1,noun
moderate,B1,adjective
modern,A2,adjective
modernization/modernisation,B2,noun
modernize/modernise,B2,verb
modest,B2,adjective
modification,B2,noun
modify,B1,verb
mogul,B2,noun
moisture,B1,noun
mold/mould,B2,noun
molecule,B1,noun
mom,A1,noun
moment,A1,noun
momentarily,B2,adverb
momentary,B2,adjective
mommy/mommie,A1,noun
monastery,B2,noun
monday,A1,noun
money,A1,noun
monitor,B1,noun
monitor,B1,verb
monk,B1,noun
monkey,A1,noun
monster,B1,noun
month,A1,noun
monthly,B1,adjective
monthly,B1,adverb
monument,B1,noun
mood,A2,noun
moody,B2,adjective
moon,A1,noun
moonlight,B2,noun
moonscape,B2,noun
moral,B2,adjective
moral,B1,noun
morality,B2,noun
morally,B2,adverb
more,B1,adverb
more,A1,determiner
more,A1,pronoun
moreover,B1,adverb
morning,A1,noun
mortal,B2,adjective
mortar,B2,noun
mortgage,B2,noun
mortify,B2,verb
mosque,A2,noun
mosquito,B1,noun
moss,B1,noun
most,A2,adverb
most,A1,determiner
most,A2,pronoun
mostly,A2,adverb
mother,A1,noun
mother-in-law,B2,noun
motherland,B1,noun
motion,B2,noun
motionless,B1,adjective
motivate,B1,verb
motivated,B2,adjective
motivation,B1,noun
motive,B1,noun
motor,B1,noun
motorbike,B2,noun
motorcycle,B1,noun
motorist,B2,noun
motorway,A2,noun
motto,B1,noun
mount,B1,noun
mount,B2,verb
mountain,A1,noun
mountaintop,B1,noun
mourn,B1,verb
mournful,B2,adjective
mouse,A1,noun
mouth,A1,noun
move,A1,noun
move,A2,verb
movement,B1,noun
mover,B2,noun
movie,A1,noun
moving,B2,adjective
mp3 player,A2,noun
mr./mr,A1,noun
mrs./mrs,A1,noun
ms./ms,A2,noun
much,A1,adverb
much,A1,determiner
much,A1,pronoun
mud,B1,noun
muddy,B2,adjective
mug,A2,noun
mule,B1,noun
multiple,B2,adjective
multiply,B2,verb
mum,A1,noun
mumble,B2,noun
mumble,B2,verb
murder,A2,noun
murder,B1,verb
murderer,B1,noun
murmur,B2,noun
muscle,B1,noun
muse,B2,verb
museum,A2,noun
mushroom,A2,noun
music,A1,noun
musical,A2,adjective
musical,B2,noun
musician,A1,noun
must,A1,modal auxiliary
mustache/moustache,B2,noun
mustard,B1,noun
mutability,B2,noun
mutable,B2,adjective
mutter,B2,noun
mutter,B2,verb
mutton,B2,noun
mutual,B1,adjective
my,A1,determiner
myself,A2,pronoun
mysterious,A2,adjective
mystery,A2,noun
mystify,B2,verb
myth,B1,noun
nail,B1,noun
naked,B1,adjective
name,A1,noun
name,B1,verb
nano,B2,noun
nap,B1,noun
napkin,A2,noun
narcissistic,B2,adjective
narrate,B1,verb
narrative,B1,adjective
narrator,B2,noun
narrow,B1,adjective
narrowly,B2,adverb
nasty,B1,adjective
nation,A2,noun
national,A2,adjective
nationalist,B1,noun
nationality,A1,noun
nationwide,B2,adjective
nationwide,B2,adverb
native,A2,adjective
native speaker,B2,noun
natural,A2,adjective
naturally,B1,adverb
nature,A2,noun
naughty,B2,adjective
naval,B2,adjective
navigate,B2,verb
navigation,B2,noun
navy,B2,noun
navy blue,B1,adjective
near,B1,adjective
near,B1,adverb
near,A1,preposition
nearby,B1,adjective
nearby,B1,adverb
nearly,A2,adverb
neat,B2,adjective
necessarily,B2,adverb
necessary,A2,adjective
necessity,B2,noun
neck,A1,noun
necklace,B1,noun
nectar,B1,noun
need,A1,modal auxiliary
need,B2,noun
need,A2,verb
needle,B1,noun
needless,B2,adjective
needy,B2,adjective
negative,A2,adjective
negatively,B2,adverb
neglect,B2,noun
negotiate,B1,verb
negotiation,B1,noun
neighbor/neighbour,A1,noun
neighborhood/neighbourhood,B1,noun
neighboring/neighbouring,B2,adjective
neither,B2,adverb
neither,B2,conjunction
neither,B2,determiner
neither,B2,pronoun
nephew,B1,noun
nerve,B2,noun
nerves,B2,noun
nervous,A2,adjective
nervously,B2,adverb
nervousness,B1,noun
ness,B1,noun
net,A2,adjective
net,B1,noun
netsurfer/net surfer,B2,noun
network,B1,noun
neurosis,B2,noun
neutral,B1,adjective
never,A1,adverb
nevertheless,B1,adverb
new,A1,adjective
newborn,B1,adjective
newcomer,B1,noun
newly,B1,adverb
news,A1,noun
newscaster,B2,noun
newspaper,A1,noun
newsworthy,B2,adjective
next,A2,adverb
next,A2,determiner
next,B2,pronoun
next door,B1,adverb
next to,A2,preposition
next-door,B1,adjective
nice,A1,adjective
nicely,B2,adverb
nickname,B1,noun
niece,B1,noun
night,A1,noun
nightclub,B2,noun
nightlife,B1,noun
nightmare,B2,noun
nine,A1,number
nineteen,A1,number
ninety,A1,number
no,A1,adverb
no,A1,determiner
no one,A2,pronoun
nobility,B2,noun
noble,B2,adjective
nobleman,B2,noun
nobody,A2,pronoun
nod,B1,noun
nod,B2,verb
noise,A1,noun
noisily,B1,adverb
noisy,A2,adjective
nomad,B2,noun
nomination,B2,noun
nominee,B2,noun
none,B1,pronoun
nonetheless,B1,adverb
nonprofessional,B2,adjective
nonsense,B1,noun
non-smoking,B2,adjective
noon,A2,noun
nor,B1,conjunction
normal,A2,adjective
normally,B1,adverb
north,A2,adjective
north,A2,adverb
north,A2,noun
northeast,B1,adjective
northeast,B1,noun
northeastern,B1,adjective
northern,B1,adjective
northward/northwards,B2,adverb
northwest,B1,adjective
northwest,B1,noun
northwestern,B1,adjective
nose,A1,noun
nostril,B2,noun
not,A1,adverb
note,A1,noun
note,A1,verb
notebook,A1,noun
nothing,A1,pronoun
notice,A2,noun
notice,B1,verb
noticeable,B1,adjective
noticeboard,B1,noun
notion,B1,noun
notorious,B1,adjective
nought,B2,noun
noun,A2,noun
nourish,B2,verb
nourishment,B2,noun
novel,A2,noun
novelist,B1,noun
novelty,B2,noun
november,A1,noun
now,A1,adverb
now,B2,conjunction
nowadays,A2,adverb
nowhere,B1,adverb
nuclear,B1,adjective
nucleus,B1,noun
nuisance,B2,noun
number,A1,noun
numerical,B2,adjective
numerous,B1,adjective
nurse,A1,noun
nurse,B1,verb
nursery,B2,noun
nut,B2,noun
nutrient,B1,noun
nutrition,B1,noun
nutritious,B1,adjective
nutshell,B2,noun
oak,A2,noun
oath,B2,noun
obedience,B2,noun
obedient,B2,adjective
obey,B2,verb
obituary,B2,noun
object,B1,noun
object,B2,verb
objection,B1,noun
objective,B2,adjective
objective,B1,noun
obligation,B2,noun
observation,B1,noun
observe,B1,verb
observer,B2,noun
obsess,B2,verb
obsession,B2,noun
obsessive,B2,adjective
obstacle,B1,noun
obtain,B1,verb
obvious,B1,adjective
obviously,B1,adverb
occasion,B1,noun
occasion,B1,verb
occasional,B1,adjective
occasionally,B1,adverb
occupation,A2,noun
occupy,B1,verb
occur,B1,verb
ocean,B1,noun
o'clock,A1,adverb
october,A1,noun
odd,B2,adjective
of,A1,preposition
off,A1,adjective
off,A2,adverb
off,B1,preposition
offend,B2,verb
offender,B2,noun
offense/offence,B2,noun
offensive,B1,adjective
offer,A2,noun
offer,A2,verb
offhand,B2,adverb
office,A1,noun
officer,A1,noun
official,A2,adjective
official,B2,noun
officially,B1,adverb
offshore,B2,adjective
often,A1,adverb
oil,A2,noun
oily,B1,adjective
ointment,B2,noun
ok/okay,A1,adjective
ok/okay,A1,adverb
old,A1,adjective
old-fashioned,B1,adjective
olive,B2,noun
olive oil,A2,noun
olympia,B2,noun
olympiad,B2,noun
olympic,A2,adjective
olympics,A1,noun
omelet/omelette,A2,noun
on,A2,adverb
on,A1,preposition
once,A1,adverb
once,B2,conjunction
one,A1,determiner
one,A1,number
one,A2,pronoun
oneself,B1,pronoun
onion,A2,noun
online,A2,adjective
online,A2,adverb
only,A1,adjective
only,A1,adverb
onstage,B1,adjective
onto/on to,B1,preposition
open,A1,adjective
open,A1,verb
opening,B1,noun
openly,B2,adverb
opera,A1,noun
operate,A2,verb
operation,B1,noun
operator,B2,noun
opinion,A2,noun
opponent,B2,noun
opportunity,A2,noun
oppose,A2,verb
opposite,A2,adjective
opposite,B1,adverb
opposite,B1,noun
opposite,A2,preposition
opposition,B1,noun
oppress,B1,verb
oppression,B1,noun
optimism,B2,noun
optimist,B2,noun
optimistic,B2,adjective
option,B1,noun
optional,B2,adjective
or,A1,conjunction
oral,B2,adjective
oral,B1,noun
orange,A1,adjective
orange,A1,noun
orator,B2,noun
orbit,B1,noun
orchestra,B1,noun
orchestral,B2,adjective
orchid,B2,noun
order,A1,noun
order,A2,verb
orderly,B1,adjective
ordinary,B1,adjective
organ,B1,noun
organic,B1,adjective
organism,B1,noun
organization/organisation,B1,noun
organize/organise,A2,verb
organized/organised,A2,adjective
organizer/organiser,B2,noun
origin,B1,noun
original,A2,adjective
original,B2,noun
originality,B2,noun
originally,B2,adverb
originate,B2,verb
ornament,B2,noun
orphan,A2,noun
other,A1,determiner
other,A2,pronoun
otherwise,B1,adverb
ought to,B1,modal auxiliary
ounce,B2,noun
our,A1,determiner
ours,A1,pronoun
ourselves,A2,pronoun
out,A1,adverb
out of,A2,preposition
outback,B2,noun
outbreak,B2,noun
outcome,B2,noun
outdistance,B2,verb
outdo,B2,verb
outdoor,B1,adjective
outdoors,B1,adverb
outer,B1,adjective
outfit,B2,noun
outgrow,B2,verb
outing,B2,noun
outlaw,B1,noun
outlet,B2,noun
outline,B2,noun
outline,B1,verb
outlive,B2,verb
outlook,B2,noun
out-of-date,B1,adjective
outpatient,B2,noun
output,B2,noun
outrage,B2,noun
outrageous,B2,adjective
outshine,B2,verb
outside,B2,adjective
outside,A1,adverb
outside,B2,noun
outside,A2,preposition
outsider,B2,noun
outskirts,B2,noun
outstanding,B1,adjective
outward,B1,adjective
outwardly,B2,adverb
outweigh,B1,verb
oval,B2,adjective
oven,A2,noun
over,A2,adverb
over,A1,preposition
overall,B2,adjective
overall,B2,adverb
overboard,B2,adverb
overbook,B2,verb
overcoat,B2,noun
overcome,B1,verb
overemphasize/overemphasise,B2,verb
overestimate,B2,verb
overhear,B2,verb
overjoyed,B1,adjective
overlap,B2,noun
overlook,B2,verb
overly,B2,adverb
overnight,B1,adjective
overnight,B1,adverb
overseas,B2,adjective
overseas,A2,adverb
overshadow,B2,verb
oversize,B2,adjective
overstep,B2,verb
overtake,B2,verb
overthrow,B2,verb
overtime,B2,adverb
overtime,B2,noun
overturn,B2,verb
overweight,A2,adjective
overwhelm,B1,verb
overwhelming,B1,adjective
overwork,B1,noun
ow,B2,noun
owe,B1,verb
owing,B1,adjective
owing to,B2,preposition
owl,B2,noun
own,A1,adjective
own,A2,pronoun
own,B1,verb
owner,A1,noun
ox,B2,noun
oxygen,B1,noun
ozone,B2,noun
p.m./p.m./pm/pm,A1,adverb
pa,B2,noun
pace,B1,noun
pacific,A2,adjective
pack,A2,noun
pack,A2,verb
package,B1,noun
packed,B2,adjective
packet,B2,noun
packing,B1,noun
pad,B2,noun
paddle,B1,noun
page,A1,noun
paid,B1,adjective
pain,B1,noun
painful,B1,adjective
paint,A1,noun
paint,A1,verb
paintbrush,B2,noun
painter,A2,noun
painting,A1,noun
pair,A1,noun
pajamas/pyjamas,B2,noun
pal,A2,noun
palace,A1,noun
pale,B1,adjective
pallet,B2,noun
palm,B1,noun
pan,A2,noun
pancake,B2,noun
pandemic,B2,adjective
panel,B2,noun
panic,A2,noun
panic,B2,verb
pants,A1,noun
papaya,B2,noun
paper,A1,noun
paperless,B2,adjective
paperwork,B2,noun
parachute,B1,noun
parade,B2,noun
paradise,B1,noun
paradox,B2,noun
paragraph,A1,noun
paralysis,B2,noun
paralyze/paralyse,B1,verb
paramedic,B2,adjective
paratrooper,B2,noun
parcel,B1,noun
pardon,A1,noun
pardon,B1,verb
parent,A1,noun
parental,B1,adjective
park,A1,noun
park,A2,verb
parking,B1,noun
parliament,B2,noun
parrot,B1,noun
part,A2,noun
part,B2,verb
partial,B1,adjective
participant,B1,noun
participate,B1,verb
participation,B2,noun
participle,B1,noun
particle,B2,noun
particular,B2,adjective
particularly,B1,adverb
partisan,B2,noun
partly,A2,adverb
partner,A1,noun
partnership,B2,noun
part-time,B1,adjective
part-time,B1,adverb
party,A1,noun
pass,A2,noun
pass,A2,verb
passage,A2,noun
passenger,A2,noun
passion,B1,noun
passionate,B2,adjective
passionately,B2,adverb
passive,B1,adjective
passport,B1,noun
password,B1,noun
past,B1,adjective
past,A1,adverb
past,A1,preposition
pasta,A2,noun
pastor,B2,noun
pastoral,B2,adjective
patch,B2,noun
path,A2,noun
patience,B1,noun
patient,B1,adjective
patient,A2,noun
patiently,B2,adverb
patriot,B2,noun
patriotic,B2,adjective
patriotism,B2,noun
patrol,B1,noun
patron,B2,noun
pattern,B1,noun
pause,B1,noun
pause,B1,verb
pave,B2,verb
pavement,B2,noun
paw,B2,noun
pawnbroker,B2,noun
pawnshop,B2,noun
pay,A1,noun
pay,A1,verb
payment,B2,noun
pc,A2,noun
pea,A2,noun
peace,A1,noun
peaceful,A2,adjective
peacefully,B2,adverb
peach,B2,noun
peak,B2,noun
peanut,B1,noun
pear,A2,noun
pearl,B2,noun
pebble,B2,noun
peculiar,B1,adjective
pedal,B2,noun
pedantic,B2,adjective
pedestrian,B2,noun
pee,B2,verb
peel,B2,noun
peel,B2,verb
peep,B2,noun
peer,B2,noun
peg,B2,noun
pen,A1,noun
penalize/penalise,B2,verb
penalty,B2,noun
pence,A2,noun
pencil,A1,noun
penetrate,B2,verb
penfriend/pen friend,A2,noun
penguin,B2,noun
penicillin,B2,noun
penniless,B1,adjective
penny,B1,noun
pension,B2,noun
pentagon,B2,noun
people,A1,noun
pepper,A2,noun
per,B1,preposition
perceive,B2,verb
percent/per cent,B1,noun
percentage,B2,noun
perception,B2,noun
perfect,A2,adjective
perfectly,A2,adverb
perform,A2,verb
performance,A2,noun
performer,B1,noun
perfume,A2,noun
perhaps,A2,adverb
period,A1,noun
permanence,B2,noun
permanent,B1,adjective
permanently,B1,adverb
permeate,B2,verb
permission,A2,noun
permit,B1,verb
perseverance,B2,noun
persist,B2,verb
persistence,B2,noun
persistent,B2,adjective
person,A1,noun
personal,A1,adjective
personality,A2,noun
personally,B1,adverb
personification,B2,noun
personify,B2,verb
personnel,B2,noun
perspective,B2,noun
perspiration,B2,noun
persuade,B1,verb
persuasion,B2,noun
persuasive,B1,adjective
pessimist,B2,noun
pessimistic,B2,adjective
pet,A1,noun
petrified,B2,adjective
petrol,A2,noun
petrol station,A2,noun
petty,B2,adjective
ph,B2,noun
phantom,B1,adjective
pharmacist,B2,noun
pharmacy,B1,noun
phase,B2,noun
phenomenon,B1,noun
philosopher,B1,noun
philosophical,B2,adjective
philosophy,B1,noun
phoenix/phenix,B1,noun
phone,A1,noun
phone,A1,verb
photo,A1,noun
photocopy,B1,noun
photograph,A2,noun
photograph,B2,verb
photographer,A2,noun
photography,A2,noun
phrasal verb,B1,noun
phrase,B1,noun
physical,A2,adjective
physically,A2,adverb
physician,B2,noun
physics,B1,noun
pi,B2,noun
piano,A1,noun
pick,B1,noun
pick,A1,verb
pickle,B2,noun
picky,B2,adjective
picnic,A1,noun
picture,A1,noun
picture,B2,verb
picturesque,B2,adjective
pie,B1,noun
piece,A1,noun
piety,B1,noun
pig,A1,noun
pile,A2,noun
pilgrim,A2,noun
pill,A2,noun
pillow,B1,noun
pillowcase,B2,noun
pilot,A2,noun
pin,B2,noun
pin,B1,verb
pine,B2,noun
pineapple,B1,noun
pink,A1,adjective
pink,A2,noun
pint,B2,noun
pipe,B1,noun
piracy,B2,noun
pirate,B2,noun
pit,B1,noun
pitch,B2,noun
pitch,B2,verb
pity,A2,noun
pizza,A1,noun
place,A1,noun
place,B1,verb
plague,B2,noun
plain,B1,adjective
plan,A1,noun
plan,B1,verb
plane,A1,noun
planet,A2,noun
planning,B2,noun
plant,A2,noun
plant,B1,verb
plastic,A2,adjective
plastic,B1,noun
plate,A2,noun
platform,B1,noun
play,A1,noun
play,A1,verb
player,A1,noun
playful,A2,adjective
playground,A2,noun
playmate,B2,noun
playwright,B2,noun
plead,B2,verb
pleasant,A2,adjective
pleasantly,B1,adverb
please,A1,adverb
please,B1,verb
pleased,A2,adjective
pleasing,A2,adjective
pleasure,A1,noun
plenty,A2,noun
plenty,B1,pronoun
plot,B2,noun
pluck,B2,verb
plug,B1,noun
plug,B2,verb
plum,B2,noun
plumber,B2,noun
plural,A2,noun
plus,B1,conjunction
plus,B2,noun
plus,A2,preposition
pneumonia,B2,noun
pocket,A1,noun
pocket money,B1,noun
poem,A1,noun
poet,B1,noun
poetry,B1,noun
point,A1,noun
point,A2,verb
point of view,B2,noun
pointless,B2,adjective
poison,B1,noun
poison,B2,verb
poisonous,B1,adjective
polar bear,B2,noun
pole,B1,noun
police,A2,noun
police officer,A2,noun
police station,A2,noun
policeman,A2,noun
policewoman,A2,noun
policy,B1,noun
polio,B2,noun
polish,B2,noun
polite,A2,adjective
politely,B1,adverb
politeness,B2,noun
political,A2,adjective
politically,B2,adverb
politician,B1,noun
politics,B1,noun
polity,B2,noun
pollutant,B1,noun
pollute,A2,verb
pollution,A1,noun
polo,B2,noun
pond,B1,noun
ponder,B2,verb
pool,A1,noun
poor,A1,adjective
pop,A1,noun
pop,B2,verb
popcorn,B1,noun
popular,A2,adjective
popularity,B2,noun
popularize/popularise,B2,verb
population,A2,noun
porch,B2,noun
pork,B1,noun
port,B1,noun
portion,B2,noun
portrait,A2,noun
pose,B2,noun
posh,B2,adjective
position,A2,noun
positive,B1,adjective
positively,B1,adverb
possess,B1,verb
possessed,B2,adjective
possession,B1,noun
possessive,B1,adjective
possibility,B1,noun
possible,A2,adjective
possibly,A2,adverb
post,A1,noun
post,A2,verb
post office,A2,noun
postal,B2,adjective
postcard,B1,noun
poster,A1,noun
postman,B1,noun
postpone,B2,verb
pot,B1,noun
potato,A1,noun
potent,B2,adjective
potential,B2,adjective
potential,B1,noun
potentially,B2,adverb
pottery,B1,noun
pound,B1,noun
pound,B2,verb
pour,A2,verb
poverty,B1,noun
powder,B1,noun
powder,B2,verb
power,A2,noun
powerful,A2,adjective
powerfully,B2,adverb
practical,B1,adjective
practicality,B2,noun
practically,B2,adverb
practice,A1,noun
practice/practise,A1,verb
praise,B1,noun
praise,B2,verb
prance,B2,noun
prawn,B2,noun
pray,A1,verb
prayer,B1,noun
precede,B2,verb
precious,B1,adjective
precise,A2,adjective
precisely,B2,adverb
predicament,B2,noun
predicate,B2,verb
predicative,B2,adjective
predict,A2,verb
predictable,B2,adjective
prediction,A2,noun
predictive,B2,adjective
predictor,B2,noun
prefect,B2,noun
prefer,A2,verb
preferable,B2,adjective
preferably,B2,adverb
preference,B1,noun
prefix,B1,noun
pregnant,B1,adjective
prehistoric,B2,adjective
prehuman,B2,noun
preindustrial,B2,adjective
prejudge,B2,verb
prejudice,B1,noun
preliminary,B2,adjective
preoccupy,B2,verb
preparation,B1,noun
prepare,A2,verb
prepared,B1,adjective
preposition,B1,noun
preschool,B1,adjective
prescribe,B2,verb
prescription,B1,noun
presence,B1,noun
present,B1,adjective
present,A1,noun
present,B2,verb
presentation,B1,noun
presenter,B2,noun
preservation,B1,noun
preserve,B1,verb
presidency,B2,noun
president,B1,noun
presidential,B2,adjective
press,B1,noun
press,B1,verb
pressure,A2,noun
prestige,B2,noun
prestigious,B2,adjective
presumably,B2,adverb
pretend,B2,adjective
pretend,A2,verb
pretty,A1,adjective
pretty,A2,adverb
prevail,B2,verb
prevent,A2,verb
prevention,B2,noun
preventive,B2,adjective
previous,B1,adjective
previously,B2,adverb
price,A1,noun
price,B2,verb
priceless,B2,adjective
prick,B2,noun
pride,A2,noun
priest,B1,noun
primarily,B1,adverb
primary,B2,adjective
primary school,B1,noun
prime,B2,adjective
prime minister,B2,noun
primitive,B1,adjective
prince,A1,noun
princess,A1,noun
principal,A2,adjective
principal,B2,noun
principle,B1,noun
print,B1,noun
print,A2,verb
printer,A2,noun
prior,B2,adjective
priority,B2,noun
prison,B1,noun
prisoner,B1,noun
privacy,B1,noun
private,A2,adjective
privately,B2,adverb
privilege,B2,noun
prize,B1,noun
pro,A2,noun
probability,B1,noun
probable,B2,adjective
probably,A2,adverb
probe,B2,noun
problem,A1,noun
procedure,B2,noun
proceed,B1,verb
process,B1,noun
process,B2,verb
proclaim,B1,verb
procrastination,B1,noun
produce,A2,verb
producer,B1,noun
product,A2,noun
production,A2,noun
productive,B1,adjective
profession,B1,noun
professional,A2,adjective
professional,B2,noun
professor,B1,noun
profile,B2,noun
profit,B2,noun
profitable,B2,adjective
program/programme,A1,noun
program/programme,B1,verb
programmer/programer,B2,noun
programming/programing,B2,noun
progress,B1,noun
progress,B2,verb
progressive,A2,adjective
prohibit,B2,verb
prohibition,B1,noun
project,B2,noun
project,B2,verb
projection,B2,noun
prom,B2,noun
prominence,B2,noun
prominent,B1,adjective
promise,A2,noun
promise,B1,verb
promote,B1,verb
promotion,B1,noun
prompt,B2,adjective
prompt,B2,noun
prompt,B2,verb
promptly,B2,adverb
pronoun,B1,noun
pronounce,A2,verb
pronunciation,A2,noun
proof,B1,noun
proper,A2,adjective
properly,B1,adverb
property,B1,noun
proponent,B2,noun
proportion,B1,noun
proposal,B1,noun
propose,B1,verb
proposed,B2,adjective
prose,B2,noun
prosecute,B2,verb
prospect,B2,noun
prosper,B2,verb
prosperity,B1,noun
prosperous,B1,adjective
protect,B1,verb
protection,B1,noun
protective,B1,adjective
protest,B1,noun
protest,B2,verb
proud,B1,adjective
proudly,B2,adverb
prove,B1,verb
proven,B2,adjective
proverb,B1,noun
provide,A2,verb
provided,B1,conjunction
province,B2,noun
provision,B2,noun
proximity,B2,noun
psychological,B1,adjective
psychologically,B2,adverb
psychologist,A2,noun
psychology,B2,noun
pub,B1,noun
public,B1,adjective
public,A2,noun
public transport,B1,noun
publication,B2,noun
publicity,B2,noun
publicize/publicise,B2,verb
publicly,B1,adverb
publish,A2,verb
publisher,B1,noun
pudding,B2,noun
pull,A2,verb
pullover,B1,noun
pulse,B2,noun
pump,B1,noun
pumpkin,B2,noun
punch,B2,noun
punch,B2,verb
punctual,B2,adjective
punctuality,B2,noun
punctuation,A2,noun
punish,B1,verb
punishment,B1,noun
pupil,B1,noun
puppy,B1,noun
purchase,B2,noun
purchase,B2,verb
pure,B1,adjective
purify,B1,verb
purple,A2,adjective
purple,A1,noun
purpose,A2,noun
purposeful,B2,adjective
purse,B1,noun
pursue,A2,verb
pursuit,B2,noun
push,B1,noun
push,A1,verb
put,A1,verb
puzzle,B1,noun
puzzled,B2,adjective
quake,B1,noun
qualification,B2,noun
qualified,B1,adjective
qualify,B1,verb
quality,B1,adjective
quality,A2,noun
quantify,B2,verb
quantity,B1,noun
quarantine,B2,noun
quarrel,B2,noun
quarrel,B2,verb
quarrelsome,B2,adjective
quarter,A1,noun
queen,A2,noun
queer,B2,adjective
query,B2,noun
question,A1,noun
question,B2,verb
question mark,B1,noun
questionnaire,B1,noun
queue,B1,noun
queue,B2,verb
quick,A2,adjective
quickly,A1,adverb
quiet,A1,adjective
quiet,B2,noun
quietly,A2,adverb
quit,B2,adjective
quit,A2,verb
quite,A2,adverb
quiz,A2,noun
quotable,B2,adjective
quotation,B2,noun
quote,B2,noun
quote,B2,verb
rabbit,A1,noun
race,B1,noun
race,B1,verb
racial,B1,adjective
racism,B2,noun
racist,B2,noun
rack,B2,noun
racket,A2,noun
radar,B2,noun
radiate,B2,verb
radiation,B1,noun
radical,B2,noun
radically,B2,adverb
radio,A1,noun
radium,B2,noun
rafter,B2,noun
rag,B2,noun
rage,B1,noun
rail,B1,noun
railroad,B1,noun
railway,B1,noun
rain,A1,noun
rain,A1,verb
rainbow,B2,noun
raincoat,A2,noun
rainfall,B1,noun
rainforest,B1,noun
rainstorm,B2,noun
rainy,A1,adjective
raise,A2,verb
rally,B2,noun
ram,B2,noun
ramp,B2,noun
range,A2,noun
range,B2,verb
ranger,B2,noun
rank,B1,noun
rap,A2,noun
rap,B1,verb
rape,B2,noun
rape,B2,verb
rapid,B1,adjective
rapidly,B1,adverb
rare,B1,adjective
rarely,B1,adverb
rash,B2,adjective
raspberry,B1,noun
rat,A1,noun
rate,A2,noun
rate,B2,verb
rather,A2,adverb
rating,A2,noun
ration,B1,noun
rational,B1,adjective
rattle,B2,noun
ravage,B2,noun
raw,A2,adjective
ray,A2,noun
razor,B1,noun
're,A1,be-verb
reach,B1,noun
reach,A2,verb
react,B1,verb
reaction,B2,noun
read,A1,verb
reader,A1,noun
readily,B2,adverb
reading,A1,noun
ready,A1,adjective
real,A1,adjective
real,A1,adverb
real estate,B2,noun
realistic,B1,adjective
reality,B1,noun
realization/realisation,B2,noun
realize/realise,A2,verb
really,A1,adverb
rear,B2,adjective
rearrange,B1,verb
reason,A1,noun
reasonable,B1,adjective
reasonably,B2,adverb
rebel,B2,noun
rebel,B2,verb
rebellious,B2,adjective
rebuild,B1,verb
recall,B1,verb
receipt,A2,noun
receive,A2,verb
recent,A2,adjective
recently,A2,adverb
reception,B1,noun
receptionist,A2,noun
recession,B2,noun
recipe,B2,noun
recite,B1,verb
reckon,B2,verb
reclaim,B1,verb
recognition,B2,noun
recognize/recognise,B1,verb
recollect,B2,verb
recollection,B2,noun
recommend,B1,verb
recommendable,B2,adjective
recommendation,B2,noun
reconsider,B2,verb
record,B1,noun
record,A2,verb
recording,B1,noun
recover,B1,verb
recovery,B1,noun
recreation,B2,noun
recruit,B2,verb
rectangular,B2,adjective
recycle,A2,verb
recycled,B1,adjective
recycling,B1,noun
red,A1,adjective
red,A2,noun
redo,B2,verb
reduce,B1,verb
reduction,B1,noun
redundant,B2,adjective
reed,B2,noun
reef,B1,noun
refer,A2,verb
referee,B1,noun
reference,B2,noun
referent,B2,adjective
refinery,B2,noun
reflect,A2,verb
reflection,B1,noun
reflective,B2,adjective
reform,B2,noun
refrain,B2,noun
refresh,B2,noun
refreshments,B1,noun
refrigerator,A2,noun
refuge,B2,noun
refugee,B2,noun
refund,B1,noun
refusal,B1,noun
refuse,B1,noun
refuse,B1,verb
refute,B2,verb
regain,B1,verb
regard,B2,noun
regard,B1,verb
regarding,B1,preposition
regardless,B2,adverb
reggae,B2,noun
regime,B2,noun
